Species_abbr	Species_class	Name	Total_Genes	KEGG	Reactome	Biocyc	Panther	GO	Genes_with_KEGG_annotation	Genes_with_Reactome_annotation	Genes_with_BioCyc_aanotation	Genes_with_Panther_annotation	Genes_with_GO_annotation
azc	Bacteria	Azorhizobium caulinodans	4782	123	0	0	0	0	1573	0	0	0	0
azd	Bacteria	Azoarcus sp. DN11	4611	120	0	0	0	0	1508	0	0	0	0
pphr	Bacteria	Pannonibacter phragmitetus	5150	121	0	0	0	0	1749	0	0	0	0
azz	Bacteria	Azospirillum sp. CFH 70021	6111	117	0	0	0	0	1667	0	0	0	0
pphe	Bacteria	Pseudoalteromonas phenolica	4324	115	0	0	0	0	1189	0	0	0	0
azt	Bacteria	Azospirillum sp. TSH58	6533	123	0	0	0	0	1833	0	0	0	0
ecas	Bacteria	Enterococcus casseliflavus	3189	107	0	0	0	0	1165	0	0	0	0
nov	Bacteria	Novosphingobium sp. P6W	5964	127	0	0	0	0	1395	0	0	0	0
osp	Bacteria	Odoribacter splanchnicus	3746	96	0	0	0	0	782	0	0	0	0
osi	Bacteria	Oenococcus sicerae	1716	95	0	0	0	0	618	0	0	0	0
pvr	Bacteria	Pseudomonas veronii	6280	124	0	0	0	0	2001	0	0	0	0
osa	Plants	Oryza sativa japonica (Japanese rice) (RefSeq)	31126	136	0	0	74	0	4960	0	0	238	0
osg	Bacteria	Oceanicoccus sagamiensis	4056	112	0	0	0	0	1014	0	0	0	0
vex	Bacteria	Vibrio antiquarius	4684	120	0	0	0	0	1613	0	0	0	0
peo	Bacteria	Prevotella enoeca	2443	88	0	0	0	0	586	0	0	0	0
vej	Bacteria	Vibrio sp. EJY3	4937	122	0	0	0	0	1693	0	0	0	0
vei	Bacteria	Verminephrobacter eiseniae	5109	121	0	0	0	0	1744	0	0	0	0
lra	Bacteria	Lactobacillus rhamnosus ATCC 8530	2978	102	0	0	0	0	906	0	0	0	0
lrc	Bacteria	Lactobacillus rhamnosus LOCK908	2999	104	0	0	0	0	905	0	0	0	0
lre	Bacteria	Lactobacillus reuteri DSM 20016	2027	97	0	0	0	0	668	0	0	0	0
lrg	Bacteria	Lactobacillus rhamnosus GG	2826	103	0	0	0	0	894	0	0	0	0
lrf	Bacteria	Lactobacillus reuteri JCM 1112	1901	98	0	0	0	0	679	0	0	0	0
lri	Bacteria	Leminorella richardii	3673	106	0	0	0	0	1181	0	0	0	0
lrh	Bacteria	Lactobacillus rhamnosus GG	3016	103	0	0	0	0	883	0	0	0	0
lrm	Bacteria	Lactobacillus ruminis	2033	91	0	0	0	0	688	0	0	0	0
lrl	Bacteria	Lactobacillus rhamnosus Lc 705	3068	104	0	0	0	0	918	0	0	0	0
lro	Bacteria	Lactobacillus rhamnosus LOCK900	2901	103	0	0	0	0	895	0	0	0	0
lrn	Bacteria	Lactococcus raffinolactis	2258	97	0	0	0	0	708	0	0	0	0
lrr	Bacteria	Lactobacillus reuteri TD1	2061	97	0	0	0	0	660	0	0	0	0
lru	Bacteria	Lactobacillus reuteri SD2112	2425	98	0	0	0	0	700	0	0	0	0
lrt	Bacteria	Lactobacillus reuteri I5007	2141	95	0	0	0	0	667	0	0	0	0
lrz	Bacteria	Luteibacter rhizovicinus DSM 16549	4345	121	0	0	0	0	1178	0	0	0	0
nle	Animals	Nomascus leucogenys (northern white-cheeked gibbon)	24353	329	0	0	0	924	7971	0	0	0	117
melm	Bacteria	Melaminivora sp. SC2-7	3082	117	0	0	0	0	1142	0	0	0	0
zro	Fungi	Zygosaccharomyces rouxii	5321	118	0	0	0	0	2107	0	0	0	0
mela	Bacteria	Melaminivora sp. SC2-9	3552	117	0	0	0	0	1183	0	0	0	0
ipa	Bacteria	Isosphaera pallida	3823	109	0	0	0	0	856	0	0	0	0
cttj	Bacteria	Chlamydia trachomatis RC-J/971	968	71	0	0	0	0	413	0	0	0	0
ipi	Bacteria	Idiomarina piscisalsi	2454	106	0	0	0	0	796	0	0	0	0
ipo	Bacteria	Ilyobacter polytropus	3042	98	0	0	0	0	1006	0	0	0	0
ipu	Animals	Ictalurus punctatus (channel catfish)	26648	167	0	0	0	0	6989	0	0	0	0
blck	Bacteria	Blattabacterium sp. (Cryptocercus kyebangensis)	628	73	0	0	0	0	344	0	0	0	0
wvi	Bacteria	Weeksella virosa	2181	97	0	0	0	0	642	0	0	0	0
fpe	Bacteria	Fervidobacterium pennivorans	2063	91	0	0	0	0	724	0	0	0	0
fpd	Bacteria	Fusobacterium periodonticum	2195	90	0	0	0	0	665	0	0	0	0
fpg	Animals	Falco peregrinus (peregrine falcon)	15328	168	0	0	0	0	4884	0	0	0	0
fpf	Bacteria	Fabibacter pacificus	4142	113	0	0	0	0	761	0	0	0	0
fpa	Bacteria	Faecalibacterium prausnitzii SL3/3	2816	90	0	0	0	0	727	0	0	0	0
fpc	Bacteria	Flavobacterium psychrophilum CSF259-93	2701	100	0	0	0	0	700	0	0	0	0
fpl	Archaea	Ferroglobus placidus	2622	92	0	0	0	0	722	0	0	0	0
fpo	Bacteria	Flavobacterium psychrophilum FPG3	2397	100	0	0	0	0	681	0	0	0	0
fpn	Bacteria	Fictibacillus phosphorivorans	4272	109	0	0	0	0	1206	0	0	0	0
fph	Bacteria	Francisella philomiragia subsp. philomiragia ATCC 25017	1970	103	0	0	0	0	708	0	0	0	0
fpk	Bacteria	Flavobacterium psychrophilum v4-33	2329	100	0	0	0	0	666	0	0	0	0
fpj	Bacteria	Francisella philomiragia GA01-2801	2017	105	0	0	0	0	703	0	0	0	0
fpu	Fungi	Fusarium pseudograminearum	12397	121	0	0	0	0	2201	0	0	0	0
fpw	Bacteria	Flavobacterium psychrophilum V4-24	2315	100	0	0	0	0	664	0	0	0	0
fpv	Bacteria	Flavobacterium psychrophilum V3-5	2331	100	0	0	0	0	669	0	0	0	0
fpq	Bacteria	Flavobacterium psychrophilum 950106-1/1	2369	100	0	0	0	0	662	0	0	0	0
fpp	Bacteria	Frischella perrara	2342	103	0	0	0	0	908	0	0	0	0
fps	Bacteria	Flavobacterium psychrophilum JIP02/86	2556	100	0	0	0	0	692	0	0	0	0
fpr	Bacteria	Faecalibacterium prausnitzii L2-6	2820	89	0	0	0	0	739	0	0	0	0
fpy	Bacteria	Flavobacterium psychrophilum FPG101	2507	100	0	0	0	0	693	0	0	0	0
fpz	Bacteria	Francisella philomiragia GA01-2794	2095	104	0	0	0	0	727	0	0	0	0
spop	Bacteria	Sporosarcina sp. P37	3353	105	0	0	0	0	1000	0	0	0	0
cpin	Bacteria	Campylobacter pinnipediorum	1689	93	0	0	0	0	663	0	0	0	0
spor	Bacteria	Sporosarcina sp. P33	3147	105	0	0	0	0	1007	0	0	0	0
spos	Bacteria	Sporosarcina sp. PTS2304	3345	107	0	0	0	0	1003	0	0	0	0
spoi	Bacteria	Spongiibacter sp. IMCC21906	3263	115	0	0	0	0	1000	0	0	0	0
spon	Bacteria	Flagellimonas sp. HME9304	3423	106	0	0	0	0	740	0	0	0	0
spoa	Bacteria	Sporanaerobacter sp. NJN-17	3614	98	0	0	0	0	949	0	0	0	0
cpip	Bacteria	Chryseobacterium piperi	3950	106	0	0	0	0	885	0	0	0	0
tts	Bacteria	Thermus thermophilus SG0.5JP17-16	2489	103	0	0	0	0	874	0	0	0	0
ttr	Bacteria	Thermobaculum terrenum	2933	105	0	0	0	0	876	0	0	0	0
ttu	Bacteria	Teredinibacter turnerae	4311	115	0	0	0	0	1102	0	0	0	0
ttt	Fungi	Thielavia terrestris	9958	121	0	0	0	0	2099	0	0	0	0
ttk	Bacteria	Thermosulfidibacter takaii	1833	99	0	0	0	0	709	0	0	0	0
ttj	Bacteria	Thermus thermophilus HB8	2245	102	0	0	0	0	822	0	0	0	0
tti	Bacteria	Thioalkalivibrio paradoxus	3489	110	0	0	0	0	1005	0	0	0	0
tth	Bacteria	Thermus thermophilus HB27	2263	104	0	0	0	0	831	0	0	0	0
tto	Bacteria	Thermoanaerobacterium thermosaccharolyticum M0795	2919	100	0	0	0	0	921	0	0	0	0
ttn	Archaea	Thermoproteus tenax	2101	87	0	0	0	0	648	0	0	0	0
ttm	Bacteria	Thermoanaerobacterium thermosaccharolyticum DSM 571	2831	98	0	0	0	0	886	0	0	0	0
ttl	Bacteria	Thermus thermophilus JL-18	2508	100	0	0	0	0	869	0	0	0	0
ttc	Bacteria	Thiohalobacter thiocyanaticus	3074	107	0	0	0	0	930	0	0	0	0
tta	Bacteria	Pseudothermotoga thermarum	2065	91	0	0	0	0	782	0	0	0	0
ttf	Bacteria	Thermogutta terrifontis	4559	106	0	0	0	0	818	0	0	0	0
tte	Bacteria	Caldanaerobacter subterraneus subsp. tengcongensis	2721	100	0	0	0	0	874	0	0	0	0
ttd	Archaea	Thermococcus thioreducens	2311	83	0	0	0	0	575	0	0	0	0
dja	Bacteria	Dyella japonica	3884	118	0	0	0	0	1144	0	0	0	0
dji	Bacteria	Dyella jiangningensis	4765	120	0	0	0	0	1295	0	0	0	0
sulr	Bacteria	Candidatus Sulfuricurvum sp. RIFRC-1	2416	94	0	0	0	0	813	0	0	0	0
hcr	Bacteria	Candidatus Hepatoplasma crinochetorum	619	52	0	0	0	0	247	0	0	0	0
hcs	Bacteria	Halomonas campaniensis	3665	120	0	0	0	0	1372	0	0	0	0
hcp	Bacteria	Helicobacter cinaedi PAGU611	2170	94	0	0	0	0	742	0	0	0	0
hcq	Animals	Hippocampus comes (tiger tail seahorse)	24934	167	0	0	0	0	6612	0	0	0	0
bly	Bacteria	Brevibacterium linens BS258	3420	110	0	0	0	0	989	0	0	0	0
blx	Bacteria	Bifidobacterium longum BXY01	1997	94	0	0	0	0	671	0	0	0	0
hct	Bacteria	Candidatus Hodgkinia cicadicola TETULN	194	22	0	0	0	0	125	0	0	0	0
blz	Bacteria	Bifidobacterium longum subsp. longum GT15	1989	94	0	0	0	0	630	0	0	0	0
blu	Bacteria	Blattabacterium sp. (Nauphoeta cinerea)	622	74	0	0	0	0	364	0	0	0	0
blt	Bacteria	Bifidobacterium animalis subsp. lactis DSM 10140	1629	94	0	0	0	0	603	0	0	0	0
blw	Bacteria	Bifidobacterium animalis subsp. lactis B420	1625	94	0	0	0	0	610	0	0	0	0
blv	Bacteria	Bifidobacterium animalis subsp. lactis V9	1636	94	0	0	0	0	610	0	0	0	0
blq	Bacteria	Salinivirga cyanobacteriivorans	3931	99	0	0	0	0	813	0	0	0	0
blp	Bacteria	Blattabacterium cuenoti	624	74	0	0	0	0	389	0	0	0	0
bls	Bacteria	Bifidobacterium animalis subsp. lactis Bi-07	1661	94	0	0	0	0	608	0	0	0	0
blr	Bacteria	Brevibacillus laterosporus	4704	113	0	0	0	0	1334	0	0	0	0
blm	Bacteria	Bifidobacterium longum subsp. longum JCM 1217	2009	96	0	0	0	0	659	0	0	0	0
bll	Bacteria	Bifidobacterium longum subsp. longum JDM301	2036	94	0	0	0	0	681	0	0	0	0
blo	Bacteria	Bifidobacterium longum NCC2705	1799	96	0	0	0	0	614	0	0	0	0
bln	Bacteria	Bifidobacterium longum subsp. infantis ATCC 15697 (JGI)	2588	93	0	0	0	0	745	0	0	0	0
bli	Bacteria	Bacillus licheniformis ATCC 14580	4338	116	0	0	0	0	1338	0	0	0	0
blh	Bacteria	Bacillus paralicheniformis	4341	116	0	0	0	0	1407	0	0	0	0
blk	Bacteria	Bifidobacterium longum subsp. longum KACC 91563	2050	98	0	0	0	0	635	0	0	0	0
blj	Bacteria	Bifidobacterium longum DJO10A	2072	97	0	0	0	0	639	0	0	0	0
ble	Bacteria	Bacillus lehensis	4108	113	0	0	0	0	1275	0	0	0	0
bld	Bacteria	Bacillus licheniformis DSM 13 = ATCC 14580	4297	116	0	0	0	0	1345	0	0	0	0
blg	Bacteria	Bifidobacterium longum subsp. longum F8	1744	94	0	0	0	0	557	0	0	0	0
blf	Bacteria	Bifidobacterium longum subsp. infantis 157F	2070	96	0	0	0	0	638	0	0	0	0
bla	Bacteria	Bifidobacterium animalis subsp. lactis AD011	1604	94	0	0	0	0	595	0	0	0	0
hco	Bacteria	Halomonas chromatireducens	3748	117	0	0	0	0	1315	0	0	0	0
blc	Bacteria	Bifidobacterium animalis subsp. lactis Bl-04	1631	94	0	0	0	0	607	0	0	0	0
blb	Bacteria	Bifidobacterium longum subsp. longum BBMN68	1878	97	0	0	0	0	640	0	0	0	0
pleo	Bacteria	Pleomorphomonas sp. SM30	4575	117	0	0	0	0	1469	0	0	0	0
plen	Bacteria	Paenibacillus lentus	4715	111	0	0	0	0	1273	0	0	0	0
cgrn	Bacteria	Cutibacterium granulosum	1861	95	0	0	0	0	677	0	0	0	0
cgra	Bacteria	Campylobacter gracilis	2189	91	0	0	0	0	644	0	0	0	0
oni	Bacteria	Oscillatoria nigro-viridis	7006	117	0	0	0	0	1174	0	0	0	0
pmad	Bacteria	Prauserella marina	6498	134	0	0	0	0	1515	0	0	0	0
pmac	Animals	Papilio machaon (common yellow swallowtail)	14430	138	0	0	0	0	3223	0	0	0	0
pman	Bacteria	Pseudomonas mandelii	6728	120	0	0	0	0	1882	0	0	0	0
pmaj	Animals	Parus major (Great Tit)	18527	168	0	0	0	0	4778	0	0	0	0
pmai	Bacteria	Paraphotobacterium marinum	2525	109	0	0	0	0	855	0	0	0	0
fmo	Bacteria	Fusobacterium mortiferum	2680	102	0	0	0	0	861	0	0	0	0
pmar	Bacteria	Planococcus maritimus	4175	112	0	0	0	0	1181	0	0	0	0
fme	Fungi	Fomitiporia mediterranea	11338	118	0	0	0	0	1978	0	0	0	0
fma	Bacteria	Finegoldia magna	1873	82	0	0	0	0	548	0	0	0	0
bcar	Bacteria	Brucella canis RM6/66	3157	114	0	0	0	0	1248	0	0	0	0
sak	Bacteria	Streptococcus agalactiae A909 (serotype Ia)	2136	97	0	0	0	0	787	0	0	0	0
saj	Bacteria	Staphylococcus aureus subsp. aureus JH9 (MRSA/VISA)	2841	106	0	0	0	0	990	0	0	0	0
sai	Archaea	Sulfolobus acidocaldarius DSM 639	2329	103	0	0	0	0	674	0	0	0	0
sah	Bacteria	Staphylococcus aureus subsp. aureus JH1 (MRSA/VSSA)	2906	106	0	0	0	0	989	0	0	0	0
sao	Bacteria	Staphylococcus aureus subsp. aureus NCTC8325	2872	106	0	0	0	0	970	0	0	0	0
san	Bacteria	Streptococcus agalactiae NEM316 (serotype III)	2235	94	0	0	0	0	786	0	0	0	0
sam	Bacteria	Staphylococcus aureus subsp. aureus MW2 (CA-MRSA)	2712	106	0	0	0	0	982	0	0	0	0
sal	Bacteria	Sphingopyxis alaskensis	3260	114	0	0	0	0	936	0	0	0	0
sac	Bacteria	Staphylococcus aureus subsp. aureus COL (MRSA)	2788	106	0	0	0	0	965	0	0	0	0
sab	Bacteria	Staphylococcus aureus RF122	2662	107	0	0	0	0	957	0	0	0	0
saa	Bacteria	Staphylococcus aureus subsp. aureus USA300_FPR3757 (CA-MRSA)	2692	106	0	0	0	0	996	0	0	0	0
sag	Bacteria	Streptococcus agalactiae 2603 (serotype V)	2279	96	0	0	0	0	776	0	0	0	0
saf	Bacteria	Sulfurihydrogenibium azorense	1768	93	0	0	0	0	689	0	0	0	0
sae	Bacteria	Staphylococcus aureus subsp. aureus Newman	2697	106	0	0	0	0	962	0	0	0	0
sad	Bacteria	Staphylococcus aureus subsp. aureus ED98	2781	106	0	0	0	0	970	0	0	0	0
saz	Bacteria	Shewanella amazonensis	3785	116	0	0	0	0	1205	0	0	0	0
say	Bacteria	Sulfobacillus acidophilus TPY	3837	116	0	0	0	0	1023	0	0	0	0
sax	Bacteria	Staphylococcus aureus subsp. aureus USA300_TCH1516 (CA-MRSA)	2841	107	0	0	0	0	952	0	0	0	0
sas	Bacteria	Staphylococcus aureus subsp. aureus MSSA476 (MSSA)	2702	106	0	0	0	0	953	0	0	0	0
sar	Bacteria	Staphylococcus aureus subsp. aureus MRSA252 (MRSA)	2821	105	0	0	0	0	962	0	0	0	0
saq	Bacteria	Salinispora arenicola	5173	129	0	0	0	0	1324	0	0	0	0
sap	Bacteria	Sulfobacillus acidophilus DSM 10332	3695	115	0	0	0	0	1072	0	0	0	0
saw	Bacteria	Staphylococcus aureus subsp. aureus Mu3 (MRSA/hetero-VISA)	2776	106	0	0	0	0	982	0	0	0	0
sav	Bacteria	Staphylococcus aureus subsp. aureus Mu50 (MRSA/VISA)	2809	106	0	0	0	0	979	0	0	0	0
sau	Bacteria	Staphylococcus aureus subsp. aureus N315 (MRSA/VSSA)	2703	106	0	0	0	0	982	0	0	0	0
sat	Bacteria	Syntrophus aciditrophicus	3219	99	0	0	0	0	921	0	0	0	0
fper	Bacteria	Francisella persica	1355	85	0	0	0	0	533	0	0	0	0
salh	Bacteria	Salinimonas sp. HMF8227	3013	113	0	0	0	0	942	0	0	0	0
sali	Archaea	Salinarchaeum sp. Harcht-Bsk1	3061	104	0	0	0	0	782	0	0	0	0
salj	Bacteria	Streptomyces albireticuli	7062	131	0	0	0	0	1582	0	0	0	0
sall	Bacteria	Streptomyces albulus ZPM	8458	137	0	0	0	0	1706	0	0	0	0
salm	Bacteria	Salinimonas sp. N102	3880	116	0	0	0	0	1044	0	0	0	0
saln	Bacteria	Salinisphaera sp. LB1	3819	117	0	0	0	0	1215	0	0	0	0
salo	Bacteria	Silicimonas algicola	4320	118	0	0	0	0	1271	0	0	0	0
sala	Bacteria	Salinibacterium sp. UTAS2018	2848	108	0	0	0	0	859	0	0	0	0
axx	Bacteria	Achromobacter xylosoxidans NCTC10807	6192	124	0	0	0	0	1942	0	0	0	0
axy	Bacteria	Achromobacter xylosoxidans A8	6894	125	0	0	0	0	2030	0	0	0	0
salf	Bacteria	Streptomyces alboflavus	9331	127	0	0	0	0	1711	0	0	0	0
salg	Bacteria	Shewanella algae	4510	115	0	0	0	0	1061	0	0	0	0
saly	Bacteria	Salinivibrio sp. YCSC6	3419	109	0	0	0	0	1146	0	0	0	0
axe	Bacteria	Alcanivorax xenomutans	4341	117	0	0	0	0	1210	0	0	0	0
bado	Bacteria	Bifidobacterium adolescentis BBMN23	1891	93	0	0	0	0	629	0	0	0	0
badl	Bacteria	Bifidobacterium adolescentis 22L	1812	93	0	0	0	0	632	0	0	0	0
axn	Bacteria	Achromobacter xylosoxidans NBRC 15126 = ATCC 27061	6146	124	0	0	0	0	1928	0	0	0	0
axo	Bacteria	Achromobacter xylosoxidans NH44784-1996	6446	123	0	0	0	0	1953	0	0	0	0
axl	Bacteria	Amphibacillus xylanus	2489	103	0	0	0	0	852	0	0	0	0
xma	Animals	Xiphophorus maculatus (southern platyfish)	25068	167	0	0	0	0	6925	0	0	0	0
mana	Bacteria	Methylomusa anaerophila	4268	101	0	0	0	0	1130	0	0	0	0
cmed	Bacteria	Caminibacter mediatlanticus	1809	92	0	0	0	0	666	0	0	0	0
zpr	Bacteria	Zunongwangia profunda	4713	112	0	0	0	0	913	0	0	0	0
zpl	Bacteria	Zymobacter palmae	2746	104	0	0	0	0	948	0	0	0	0
zpa	Bacteria	Zoogloeaceae bacteirum Par-f-2	2958	110	0	0	0	0	1082	0	0	0	0
dpte	Animals	Dermatophagoides pteronyssinus (European house dust mite)	11351	125	0	0	0	0	2771	0	0	0	0
ctrk	Bacteria	Chlamydia trachomatis K/SotonK1	944	71	0	0	0	0	415	0	0	0	0
ctrj	Bacteria	Chlamydia trachomatis Ia/SotonIa3	946	71	0	0	0	0	414	0	0	0	0
ctri	Bacteria	Chlamydia trachomatis IU824	903	70	0	0	0	0	375	0	0	0	0
ctrh	Bacteria	Chlamydia trachomatis Ia/SotonIa1	946	71	0	0	0	0	414	0	0	0	0
ctro	Bacteria	Chlamydia trachomatis D/SotonD5	943	71	0	0	0	0	414	0	0	0	0
ctrn	Bacteria	Chlamydia trachomatis L3/404/LN	940	71	0	0	0	0	415	0	0	0	0
ctrm	Bacteria	Chlamydia trachomatis L2b/Ams1	942	71	0	0	0	0	416	0	0	0	0
ctrl	Bacteria	Chlamydia trachomatis L2b/LST	942	71	0	0	0	0	416	0	0	0	0
ctrc	Bacteria	Chlamydia trachomatis RC-L2/55	970	71	0	0	0	0	413	0	0	0	0
ctrb	Bacteria	Chlamydia trachomatis E/Bour	948	71	0	0	0	0	415	0	0	0	0
blas	Bacteria	Blastomonas sp. RAC04	4178	120	0	0	0	0	1142	0	0	0	0
blau	Bacteria	Blautia sp. N6H1-15	3155	97	0	0	0	0	782	0	0	0	0
blat	Bacteria	Burkholderia latens	5927	128	0	0	0	0	1779	0	0	0	0
ctre	Bacteria	Chlamydia trachomatis E/SotonE4	945	71	0	0	0	0	415	0	0	0	0
ctrd	Bacteria	Chlamydia trachomatis D/SotonD1	946	71	0	0	0	0	415	0	0	0	0
ctrz	Bacteria	Chlamydia trachomatis A/7249	950	71	0	0	0	0	415	0	0	0	0
ctry	Bacteria	Chlamydia trachomatis RC-L2(s)/46	968	71	0	0	0	0	413	0	0	0	0
ctrx	Bacteria	Chlamydia trachomatis A/5291	951	71	0	0	0	0	415	0	0	0	0
ctrs	Bacteria	Chlamydia trachomatis E/SotonE8	949	71	0	0	0	0	413	0	0	0	0
ctrr	Bacteria	Chlamydia trachomatis L2/25667R	934	71	0	0	0	0	415	0	0	0	0
ctrq	Bacteria	Chlamydia trachomatis A/363	952	71	0	0	0	0	415	0	0	0	0
ctrp	Bacteria	Chlamydia trachomatis L1/1322/p2	942	71	0	0	0	0	416	0	0	0	0
ctrw	Bacteria	Chlamydia trachomatis RC-L2(s)/3	962	71	0	0	0	0	413	0	0	0	0
ctrv	Bacteria	Chlamydia trachomatis L2b/CV204	942	71	0	0	0	0	416	0	0	0	0
ctru	Bacteria	Chlamydia trachomatis L2b/UCH-2	942	71	0	0	0	0	416	0	0	0	0
ctrt	Bacteria	Chlamydia trachomatis D/SotonD6	943	71	0	0	0	0	414	0	0	0	0
hxa	Archaea	Halopiger xanaduensis	4370	103	0	0	0	0	969	0	0	0	0
wpp	Bacteria	Wolbachia pipientis	1434	70	0	0	0	0	393	0	0	0	0
wpi	Bacteria	Wolbachia wPip (Culex quinquefasciatus)	1423	69	0	0	0	0	427	0	0	0	0
wpa	Bacteria	Weissella paramesenteroides	1925	94	0	0	0	0	621	0	0	0	0
gdi	Bacteria	Gluconacetobacter diazotrophicus PA1 5 (Brazil)	4005	115	0	0	0	0	1141	0	0	0	0
gdj	Bacteria	Gluconacetobacter diazotrophicus PA1 5 (JGI)	3646	112	0	0	0	0	1121	0	0	0	0
sacn	Archaea	Sulfolobus acidocaldarius N8	2308	100	0	0	0	0	651	0	0	0	0
fve	Plants	Fragaria vesca (woodland strawberry)	26238	138	0	0	0	0	4673	0	0	0	0
fva	Bacteria	Fusobacterium varium	3774	104	0	0	0	0	952	0	0	0	0
spmi	Bacteria	Sphingobium sp. MI1205	4626	119	0	0	0	0	1210	0	0	0	0
fvr	Fungi	Fusarium verticillioides	15944	122	0	0	0	0	2403	0	0	0	0
bcer	Bacteria	Bacillus cereus FRI-35	5580	115	0	0	0	0	1457	0	0	0	0
bcep	Bacteria	Burkholderia cepacia ATCC 25416	7681	134	0	0	0	0	2090	0	0	0	0
bcew	Bacteria	Burkholderia cenocepacia DWS 37E-2	5853	128	0	0	0	0	1847	0	0	0	0
bcet	Bacteria	Brucella ceti TE10759-12	2679	114	0	0	0	0	1201	0	0	0	0
bcen	Bacteria	Burkholderia cenocepacia DDS 22E-1	7164	131	0	0	0	0	2189	0	0	0	0
bceo	Bacteria	Burkholderia cenocepacia H111	7016	130	0	0	0	0	2062	0	0	0	0
bcel	Bacteria	Bacteroides cellulosilyticus	5554	97	0	0	0	0	1042	0	0	0	0
bcef	Bacteria	Bacillus cereus FT9	4404	108	0	0	0	0	1223	0	0	0	0
bced	Bacteria	Burkholderia cepacia DDS 7H-2	7414	130	0	0	0	0	2135	0	0	0	0
bcee	Bacteria	Brucella ceti TE28753-12	2477	114	0	0	0	0	1069	0	0	0	0
clap	Bacteria	Cedecea lapagei	4621	116	0	0	0	0	1547	0	0	0	0
poh	Bacteria	Polynucleobacter paneuropaeus	1638	105	0	0	0	0	697	0	0	0	0
tvu	Bacteria	Thermoactinomyces vulgaris	2642	103	0	0	0	0	854	0	0	0	0
tvs	Fungi	Trametes versicolor	14302	118	0	0	0	0	2050	0	0	0	0
tvr	Bacteria	Thioalkalivibrio versutus	2761	103	0	0	0	0	914	0	0	0	0
tvo	Archaea	Thermoplasma volcanium	1576	91	0	0	0	0	537	0	0	0	0
tvn	Bacteria	Thermosynechococcus vulcanus	2540	106	0	0	0	0	830	0	0	0	0
tvi	Bacteria	Thiocystis violascens	4627	107	0	0	0	0	1213	0	0	0	0
tve	Fungi	Trichophyton verrucosum	8028	124	0	0	0	0	1791	0	0	0	0
tva	Protists	Trichomonas vaginalis	59679	96	0	0	0	0	1501	0	0	0	0
dds	Bacteria	Desulfovibrio desulfuricans ATCC 27774	2450	103	0	0	0	0	867	0	0	0	0
ddr	Bacteria	Deinococcus deserti	3633	114	0	0	0	0	1057	0	0	0	0
ddq	Bacteria	Dickeya dianthicola	4664	118	0	0	0	0	1530	0	0	0	0
ddt	Bacteria	Denitrobacterium detoxificans	1998	87	0	0	0	0	533	0	0	0	0
ddi	Protists	Dictyostelium discoideum (cellular slime mold)	13310	105	955	0	86	0	1704	2651	0	155	0
ddh	Bacteria	Desulfitobacterium dehalogenans	4241	103	0	0	0	0	1120	0	0	0	0
ddo	Bacteria	Dokdonia donghaensis	2936	108	0	0	0	0	737	0	0	0	0
ddn	Bacteria	Desulfovibrio desulfuricans ND132	3533	102	0	0	0	0	1076	0	0	0	0
ddl	Bacteria	Desulfitobacterium dichloroeliminans	3525	102	0	0	0	0	1004	0	0	0	0
ddc	Bacteria	Dickeya zeae Ech586	4318	118	0	0	0	0	1605	0	0	0	0
dda	Bacteria	Dickeya paradisiaca	4137	121	0	0	0	0	1635	0	0	0	0
ddf	Bacteria	Deferribacter desulfuricans	2451	99	0	0	0	0	836	0	0	0	0
dde	Bacteria	Desulfovibrio alaskensis	3364	102	0	0	0	0	1045	0	0	0	0
ddd	Bacteria	Dickeya dadantii 3937	4687	119	0	0	0	0	1677	0	0	0	0
msyr	Bacteria	Mesoplasma syrphidae	788	54	0	0	0	0	308	0	0	0	0
acc	Bacteria	Acinetobacter pittii	3674	119	0	0	0	0	1183	0	0	0	0
acb	Bacteria	Acinetobacter baumannii ATCC 17978	3905	117	0	0	0	0	1105	0	0	0	0
aca	Bacteria	Acidobacterium capsulatum	3497	115	0	0	0	0	939	0	0	0	0
acg	Bacteria	Aerococcus christensenii	1559	85	0	0	0	0	619	0	0	0	0
acf	Archaea	Aciduliprofundum sp. MAR08-339	1581	88	0	0	0	0	504	0	0	0	0
ace	Bacteria	Acidothermus cellulolyticus	2214	107	0	0	0	0	837	0	0	0	0
acd	Bacteria	Acinetobacter oleivorans	3963	120	0	0	0	0	1188	0	0	0	0
ack	Bacteria	Acidovorax sp. KKS102	4803	124	0	0	0	0	1499	0	0	0	0
acj	Archaea	Aeropyrum camini	1695	91	0	0	0	0	566	0	0	0	0
aci	Bacteria	Acinetobacter baylyi	3417	119	0	0	0	0	1101	0	0	0	0
ach	Bacteria	Pseudarthrobacter chlorophenolicus	4745	121	0	0	0	0	1281	0	0	0	0
aco	Bacteria	Aminobacterium colombiense	1972	98	0	0	0	0	695	0	0	0	0
acn	Bacteria	Anaplasma centrale	984	71	0	0	0	0	455	0	0	0	0
acm	Bacteria	Granulicella tundricola	4758	116	0	0	0	0	1045	0	0	0	0
acl	Bacteria	Acholeplasma laidlawii	1433	80	0	0	0	0	449	0	0	0	0
acs	Animals	Anolis carolinensis (green anole)	21639	167	0	0	0	3043	5861	0	0	0	2615
acr	Bacteria	Acidiphilium cryptum	3692	117	0	0	0	0	1228	0	0	0	0
